EventTemplate,Occurrences
at android.os.UEventObserver$UEventThread.run(UEventObserver.java:<*>) ,115
<MCT >< INFO> <*>: <*> <*> <*> <*> ,1
notifyInterfaceClassActivity: client is android.net.ip.IpManager$<*>@4c99c<*> ,27
Oem ID in QCRILHOOK UNSOL RESP is QOEMHOOK ,20
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,489
begin ,254
keyAppBroadcastQueueForIntent intent Intent { act=com.tencent.mm.plugin.report.service.KVCommCrossProcessReceiver flg=0x10 cmp=com.tencent.mm/.plugin.report.service.KVCommCrossProcessReceiver (has extras) } on bgkeyapp queue ,2
notifyUiVisibilityChanged:vis=0xc0000600, SystemUiVisibility=0xc<*> ,3
<*> is empty ,6
DisplayPowerController updatePowerState mPendingRequestLocked=policy=BRIGHT, useProximitySensor=false, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=true, brightnessWaitRet=false, screenAutoBrightness=<*>, userId=<*> ,3
removeSensor,mHandles:{} ,3
ServiceNeeded not <*> <*> <*> u0 euid: <*> <*> ,5
measureTask <*> <*> <*> <*> <*> <*> <*> ,5
upstreamIfaceTypes.add:<*> ,7
onLayout:left=<*>, top=<*>, right=<*>, bottom=<*>, offset=<*> ,11
need to <*> <*> <*> ,6
new ScenarioAction sPoolSize: <*> ,49
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
onShowStatusChange show:false ,90
<*> <*> to server <*> ,4
<*> <*> <*> <*> <*> <*> <*> <*> uid: <*>, pid: <*> ,4
<*> <*> <*> void *, int, int, const char *, <*> <*> <*> <*> = <*>, <*> <*> <*> width = <*>, height = <*>, <*> <*> <*> param = <*> <*> <*> <*> <*> <*> <*> <*> = <*> ,2
<*> <*> <*> <*> = <*> ,53
total/<*>/<*>,android.uid.system:<*>/<*>/<*>,com.android.browser/<*>/<*>,unknown:<*>/<*>/<*> ,3
register_com_android_bluetooth_a2dp ,1
Split enqueueing broadcast [callerApp]:ProcessRecord{580cfb2 <*>:com.huawei.health:DaemonService/u0a99} ,58
c: true, w: true, t: false, l: false ,3
Transact:getHwAdminCachedValue to device policy manager service. ,12
<*> <*> <*> mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=<*>, mDataState=<*>, <*> <*> <*> <*> <*> mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>] ,3
queryIntentActivitiesAsUser size results:<*>, for package:com.huawei.espacev<*> ,9
getOrInflateState subId:<*> ,598
[main-<*>]HwOucApplication--onCreate, start(/HwOucApplication.java:<*>) ,1
<*> <*> <*> <*> <*> in the <*> <*> <*> <*> <*> ,3
<*>-<*>-<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
ImsServiceSubHandler : Message received: what = <*> ,35
overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, i:<*>, getTopPadding:<*>.<*>, getLocationOnScreen():-<*> ,53
ScreenState <*> ,2
[qiyi_LOG_INFO Utility] isQiyiPackage PackageName:com.qiyi.video ,4
<*> TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*> ,1
InCallActivity - <*> ,6
onScreenTurnedOn() ,14
HsmStat_event:"<*>","{TIME:<*>}" ,1
RCV <- {<*> Iface linkstate <*> <*> ,3
handleNotifyScreenTurningOn ,8
onTouchEvent: code=<*>, action=<*>, event=MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,1
setScrollingEnabled: false ,3
InCallPresenter - onCallListChange callList=com.android.incallui.CallList@86c7f<*> ,1
getRecentTasks: topActivity=ComponentInfo{com.android.browser/com.UCMobile.main.UCMobile} ,1
<*> <*> <*> rt=<*>/<*> <*> <*> ,3
unkown type ,1
onEntryRemoved:<*>|com.android.incallui|<*>|null|<*> ,5
APS brightness=<*>.<*>,ConvertToPercentage=<*>.<*> ,49
removeFreezeProcess pkg:com.tencent.mm ,2
Start proc <*> <*> <*> <*> ,6
Skipping, withExcluded: false, tr.intent:Intent { <*> <*> <*> ,7
<*> <*> <*> <*> <*> <*> <*> Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false ,1
Heartbeat timer.timers{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes <*> <*> ,2
<*> is not <*> so return <*> <*> <*> <*> ,3
RCV unsolicited event from native daemon, event = <*> IfaceClass active <*> <*> <*> ,23
<*> <*> <*> <*> <*>.<*>.<*>.<*> ,3
NetworkAgentInfo [WIFI <*> <*> <*> <*> <*> <*> <*> <*> ,1
Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/<*>/tencent/TMAssistantSDK/Download/com.tencent.mm/1a41cb224d6d4b020176381a7c790891 typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) } ,3
updateSignalStrength: signalStrength=SignalStrength: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> false gw|lte ,126
setFocusedApp update app ops, mTaskChanged set to:false ,1
acquire lock=<*>, flags=0x1, tag="eventloop", name=android, ws=null, uid=<*>, pid=<*> ,13
stopSelfIfIdle: STOP! ,4
formatChinaDateTime, change to China normalTime:晚上<*>:<*> ,4
<*>|upLoadOneMinuteDataToEngine time=<*> step=<*> altitude=<*> motion=<*> ,13
<*>| ## MSG_DEAL_SYSTEM_EVENT <*> ,4
bssid=<*>:f4:<*>:a1:<*>:7a;freq=<*>;level=<*>;flags=<*>;ssid=ChinaNet-u2yr; ,1
<*> = false, <*> = true, <*> = true, <*> = true, <*> = <*> ,1
hw_get_smart_display_supported: start++ ,2
release:lock=<*>, flg=0x0, <*> name=com.android.phone", ws=null, uid=<*>, pid=<*> ,1
DefaultState MSG_SCREEN_ON ,1
stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false ,19
<*> <*> is invalid, do not <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> type is <*> <*> <*> <*> ,2
refreshBatteryInfo: null ,9
<*> <*> mask=ffffffff oldVal=<*> <*> <*> ,3
updateDataConnectionState: state=<*>,networkType=<*> ,2
<*> <*> size is <*> <*> <*> ,1
tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address <*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:Send <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
org.iqiyi.video.ui.ci.onProgressChanged()<<*>> : 当前进度：<*> 缓冲大小:<*> 缓冲进度：<*> ,70
FingerStat Visible: <*> <*> <*> Switching: false; Bouncer:false; GoingToSleep: <*> Occluded: false; dreaming: false; Authenticated: false ,1
[qiyi_LOG_INFO DownloadEpisodeAdapter] <*> ,32
onExpandingStarted ,7
overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, <*> <*> <*> ,1
<*> <*> need to <*> <*> <*> ,1
+CiZBXmWxJXQK7OqQ7nSoB/4NzSkui1K0jAWDY4TE3rjHk4rj48TpwF8sIGt4VLlq2gI5Gdg15aC ,1
NuPlayer::resetAsync() ,1
onTouchEvent: code=<*>, action=<*>, <*> { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,1
<*> <*> <*> called by <*> <*> <*> <*> <*> <*> <*> <*> ,2
<*> <*> <*> does not hold REAL_GET_TASKS; limiting output ,2
<*> type <*> <*> <*> is <*> ,3
remove:kg_policy_pswd_pin_patten_x0_<*> ,2
<*> <*> <*> <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,3
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
setSystemUiVisibility vis=<*> mask=ffffffff oldVal=<*> newVal=<*> diff=<*> ,6
<*> <*> state = <*> <*> <*> <*> <*> ,1
AutoStartupDataMgr:retrieveStartupSettings type <*> <*> <*> is <*> ,4
HwPanelView restoreDrawState ,2
getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.plugin.subapp.ui.friend.FMessageConversationUI} ,1
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 8b <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 6c <*> <*> <*> ,1
AbsProtectAppControl:handleMessage:<*> ,1
Dis-Feature : <*> ,13
moveDataForNVersion isNVersion ,1
mScreenBrightnessOverrideFromWindowManager=<*> ,1
<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>, ,1
<*> <*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> ,1
<*> <*> <*> <*> uid: <*>, <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
APS: 2DSDR: CanvasContext::setSDRZoomout(), the SDR ratio from ViewRootImpl is <*>.<*>, native window width = <*>, height = <*> ,42
<*>.<*>.<*>.<*> ,1
<*> <*> V.ED..... ......ID <*>,<*>-<*>,<*> <*> app:id/battery_outside_percent} ,2
<*> <*> user=UserHandle{<*>} id=<*> tag=null key=<*>|com.huawei.health|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> <*> <*> <*> <*> <*> ,1
transitionTo:mode=<*>, isEmuiStyle=true ,10
key:version value:<*> ,2
scheduleLightAlarmLocked(<*>) ,15
AutoStartupDataMgr:retrieveStartupSettings type <*> of com.netease.newsreader.activity is <*> ,4
<*> <*> <*> <*> false ,4
setBarState:<*> ,6
<*> <*> Intent { <*> <*> <*> (has extras) } <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> <*> SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,3
LightSensor, enable, <*>: en=<*> ,10
* freq_hint=<*> ,1
GetAddrInfoHandler addr: <*> {<*>, <*>, <*>} <*>.<*>.<*>.<*> ,39
<*> <*> <*> <*> <*> Intent { <*> (has extras) } ,1
StatusBarNotifier - <*> <*> <*> <*> ,10
<*> <*> ==================== TCP CLIENT <*> <*> ,6
<*> <*> <*> <*> sweep <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,3
<*> <*> <*> <*> <*> <*> ,834
<*> <*> does not <*> ,8
keyAppBroadcastQueueForIntent intent Intent { <*> <*> <*> (has extras) } on bgkeyapp queue ,8
action:android.intent.action.SIG_STR, mPermissionType:<*> ,206
<*> <*> due to no <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> eventTime=<*>, downTime=<*>, deviceId=<*>, <*> <*> ,2
action:android.intent.action.LTE_CA_STATE, mPermissionType:<*> ,19
screen off <*> delay to <*> ,1
InCallActivity - <*> <*> <*> ,2
<*> <*> bytes <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:KeySpace : Succeed in fetching group <*> ,1
<*> <*> <*> visible: false ,9
<*> <*> = <*> <*> = <*> <*> = <*> ,1
Calling a method in the system process without a qualified user: <*> <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> V.ED..... ........ <*>,<*>-<*>,<*> #7f14004e app:id/msim_status_bar_operators_card_one_id} ,3
<*> is <*> ,10
write:userId=<*>,mPosBrightness =<*>.<*>,mOffsetBrightness_last=<*>.<*>,mIsUserChange=false,mDeltaNew=<*>.<*>,mStartLuxDefaultBrightness=<*>.52mLastLuxDefaultBrightness=<*>.<*>,mAmLux=<*>.<*> ,2
<*> <*> type = <*> ,10
stopAuthentication() ,2
setKeyguardViewState: false-false ,3
<*> <*> <*> <*> is null ,2
at android.content.ContentProvider$Transport.query(ContentProvider.java:<*>) ,3
<*> <*> <*> duration=<*> } transition to: <*> <*> ,9
chinaDateTime:傍晚<*>:<*> ,6
CommonWebViewActivity_stop_android.os.BinderProxy@148f<*> ,1
Display device changed <*> <*> <*> ,1
action:qualcomm.intent.action.ACTION_RAC_CHANGED, mPermissionType:<*> ,58
moveToDoneDir ,2
<*> <*> <*> <*> <*> app ,2
LoginThread{<*>} LoginC.doLoginByStep(LoginC.java:<*>) Login_By_Step-> at <*> ,11
<*> <*> <*> <*> <*> state = <*> ,1
sending broadcast to Pid = <*>, Uid = <*> ,61
HwLocationManager:stopLocation. ,1
Ending session ,1
<*> <*> <*> <*> <*> <*> = <*>, <*> <*> <*> <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> type is <*> ,1
enter addToIdleMessage(type:<*>), mainloop is busy, add to idleMessage ,7
addOrUpdateApInfoRecord enter. ,1
at android.os.Handler.dispatchMessage(Handler.java:<*>) ,16
we: true ,1
<*> <*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x0 color=0xff33b5e5 <*> ,1
duration: <*> <*> <*> <*> (<*> * <*> * <*> * <*> <*> <*> <*> <*> (<*> * <*> * <*> * <*>) day ,2
notifyInterfaceLinkStateChanged <*> ,2
[qiyi_LOG_INFO Utility] isQiyiPackage <*> ,2
<*> <*> <*> <*> java.net.SocketException: Socket is closed ,2
onSignalStrengthsChanged signalStrength=SignalStrength: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*> ,124
removeNotificationViews:<*>|com.sankuai.meituan|<*>|null|<*> ,2
<*> <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*> ,4
proxy app:com.android.browser,uid:<*>,result:true ,1
bssid=<*>:<*>:bc:0a:f9:<*>;freq=<*>;level=<*>;flags=<*>;ssid=Huawei-Employee; ,5
updateQsState:true ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> H! ,1
Reading a NULL string not supported here. ,33
<*> = null ,6
notifyListenerHuawei::origin typeIcon:<*> icons.mName:4GPLUS isSuspend:false, showDataIcon=true, dataConnected=true, isRoaming=false ,21
at com.huawei.keyguard.util.BitmapUtils.getSuggestColorInfo(BitmapUtils.java:<*>) ,6
<*> <*> <*> <*> <*> U=<*> StackId=<*> <*> <*> <*> <*> <*> U=<*> StackId=<*> <*> <*> <*> <*> U=<*> StackId=<*> <*> ,1
platform_get_native_support:napb: ui Prop enabled(<*>) version(<*>) ,6
action:android.intent.action.SCREEN_OFF, mPermissionType:<*> ,3
icon : <*> found in <*> ,1
is3GCalling is false,mCdmaSlot is -<*> ,288
dumpTcpResult: len=<*>,rtt=<*>,rttPkt=<*>,rttWn=<*>,cgt=<*>,cgtWn=<*> ,2
Animating brightness: target=<*>, rate=<*> ,55
<*> <*> line <*> <*> ,8
setColorTemperature:<*> ,6
bssid=<*>:<*>:<*>:a3:5e:<*>;freq=<*>;level=<*>;flags=<*>;ssid=KJS; ,1
acquire lock=<*>, flags=0x1, <*> <*> ws=null, uid=<*>, pid=<*> ,39
RCV unsolicited event from native daemon, event = <*> <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> - hexdump(len=<*>): <*> ,1
scheduleCheckFreezeScreen sendMessageDelayed ,10
earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE ,112
onDataConn: mSubId=<*>,state=<*>,networkType=<*> ,4
<*> <*> to hibernation overtime: <*> ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> <*> <*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> : <*> <*> <*> <*> ,1
AwareMem_EventTracker: [APP_ACTIVITY_FINISH_<*>] is abandoned for memory <*> <*> <*> policy can not execute ,1
<*> ActivityRecord{930e418 u0 com.huawei.android.launcher/.unihome.UniHomeLauncher <*> <*> <*> ,1
setSystemUiVisibility <*> mask=ffffffff oldVal=<*> <*> <*> ,1
notifyUiVisibilityChanged:vis=0x40000000, SystemUiVisibility=0x<*> ,1
CtrlSocket restoreScrOnStatus <*> ,1
getTimeTickInfo:[mMillisUntilFinished:<*>, mHour:<*>, mMinute:<*>, mSecond:<*>] ,13
InCallPresenter - onCallListChange <*> <*> <*> ,1
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, int) <*> <*> <*> = <*> ,2
<*> <*> <*> is empty ,1
<*> <*> <*> Intent { <*> <*> (has extras) } <*> <*> <*> <*> <*> <*> due to <*> <*> <*> <*> <*> <*> <*> <*> ,2
domain不匹配http://tyaqy.m.cn.miaozhen.com company.domain.url:s.cr-nielsen.com ,1
pa2240-proximity calling driver <*> ,2
stopNavigating, mStarted=false ,11
hash_str: [B@b76b<*> ,1
statusBarIconTint=#B3FFFFFF,navigationBarIconTint=#FF<*> ,2
at com.baidu.location.g.a$a.handleMessage(Unknown) ,2
<*> <*> <*> int, int, const <*> <*> <*> <*> <*> <*> <*> <*> ,1
HwSystemManager:HwDebug:false HwModuleDebug:false ,1
<*> <*> <*> <*> <*> <*> <*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,2
ACDB -> <*> <*> <*> = <*> <*> = <*> ,4
transfLength<*> ,1
<*> <*> to device <*> <*> <*> <*> ,2
Dispatch frozen. Waiting some more. <*> <*> <*> ,4
huawei_audio huawei_choose_Handset_device_incall_forHWtest: test Type =<*> ,8
AutoStartupDataMgr:isUnderControll third party not in <*> <*> ,5
EAPOL: getSuppRsp ,2
come into oem_qmi_common_stream_from_modem_len --->modem ,2
total/<*>/<*>,android.uid.system:<*>/<*>/<*> ,1
<*> <*> <*> from <*> ,2
ensure_entropy_file_exists ,1
[<*>.<*>/<*>, <*>.<*>/<*>] ,3
ash->screen unlock ,12
handleProximitySensorEvent positive:true ,3
<*> <*> <*> <*> <*> <*> <*> <*> delay to H! ,1
action =android.net.conn.CONNECTIVITY_CHANGE ,2
MSG_QUERY_TCP_INFO called,count:<*> ,67
getNumberLocationResultAsync getGeoNumLocation ,1
<*> <*> <*> <*> <*> U=<*> StackId=<*> sz=<*>}, <*> <*> <*> <*> U=<*> StackId=<*> sz=<*>}, <*> <*> <*> U=<*> StackId=<*> sz=<*>} ,4
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,1
<*> <*> rt=<*>/<*> <*> <*> <*> <*> ,1
PermissionDbVisitor:insertHistoryRecord:HistoryRecord[packageName:com.sankuai.meituan,permissionType:<*>,action:<*>,dateStartTime:<*>,timestamp:<*>] ,34
refreshState=bt, BooleanState[,icon=ResourceIcon[resId=0x7f0201b7],label=蓝牙,labelTint=<*>,textChangedDelay=<*>,contentDescription=蓝牙关闭。,打开蓝牙设置。,dualLabelContentDescription=蓝牙,minimalContentDescription=蓝牙：%s。,minimalAccessibilityClassName=android.widget.Switch,expandedAccessibilityClassName=android.widget.Switch,autoMirrorDrawable=false,disabledByPolicy=false,enforcedAdmin=null,value=false] ,2
updateIsPoweredLocked: wasPowered=false, mIsPowered=false, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*> ,4
showTraffic ,6
<*> <*> to true by win Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity} ,1
<*> stream <*>, <*> <*> <*> <*> device <*> ,1
<*> <*> <*> <*> <*> = null ,3
at com.android.systemui.qs.tiles.WifiTile.handleUpdateState(WifiTile.java:<*>) ,2
<*> <*> is not <*> ,7
mDateString is: <*> ,9
Launcher onResume() ,4
fingersense_on_pause() finished ,3
kWhatSetAudioSink ,2
at com.huawei.hwvplayer.app.HwVPlayerApp.onConfigurationChanged(HwVPlayerApp.java:<*>) ,1
sendScreenOnEvent enter. ,5
refreshState=rotation, BooleanState[,icon=null,label=null,labelTint=<*>,textChangedDelay=<*>,contentDescription=null,dualLabelContentDescription=null,minimalContentDescription=null,minimalAccessibilityClassName=null,expandedAccessibilityClassName=null,autoMirrorDrawable=false,disabledByPolicy=false,enforcedAdmin=null,value=false] ,1
<*> <*> <*> <*> ,1428
<*> !CMD_SET_SUSPEND_OPT_ENABLED rt=<*>/<*> <*> <*> ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,6
<*> <*> <*> took <*> <*> ,1
bssid=fc:d7:<*>:a5:e5:dc;freq=<*>;level=<*>;flags=<*>;ssid=想连wifi，臣妾做不到; ,3
Change in <*> <*> <*> <*> ,5
<*> updatePowerState <*> <*> useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=<*>, userId=<*> ,1
LocalReceiver receives:android.intent.action.PACKAGE_RESTARTED,pkg:com.sankuai.meituanhd,uid:<*> ,1
MagicLink2-BroadcastReceiver:====>WIFI_P2P_THIS_DEVICE_CHANGED_ACTION ,1
report state:<*> event type:<*> pid:<*> uid:<*> <*> <*> pid: <*> ,1
onStartCommand ,3
<*>|Enter stopReconnectBLE(). ,2
Launcher.IconCache, cacheLocked Utilities.createIconBitmap entry.title = eSpace ComponentName:ComponentInfo{com.huawei.espacev2/com.huawei.espace.module.start.ui.StartActivity} user:UserHandle{<*>} ,1
<*> <*> <*> Intent { <*> <*> (has extras) } <*> <*> <*> <*> <*> <*> <*> due to <*> <*> <*> <*> ,2
audio_extn_set_anc_parameters: anc_enabled:<*> ,23
Beacon IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,2
action:com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER, mPermissionType:<*> ,11
<*> | <*> = <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> ,8
<*> <*> <*> <*> <*> <*> <*> need to <*> <*> <*> = <*> , <*> = <*> ,3
notifyInterfaceClassActivity: client is <*> ,67
proxyBroadcast:[com.android.browser] proxy:true ,4
<*> <*> OK ! ,15
FingerprintService authenticate ,3
<*> callerApp: <*> <*> flags: <*> ,1
hideSecSoftInput = false ,7
processOp opType: <*>, uid: <*>, pid: <*> ,5
getNeighboringCellInfo calling app is com.sankuai.meituanhd ,11
[enter]mapDataStateToLteDataState state=CONNECTED ,1
<*> <*> <*> <*> <*> <*> <*> need to <*> <*> <*> = <*> <*> <*> = <*> ,2
<*> Window{e6a6b5e u0 <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
t:false, fl: false, p: <*>, ce: true, we: false ,236
CallObjectMethod strat ,6
<*> <*> <*> <*> <*> <*> <*> <*> <*> ,286
Change to single clock mode! ,53
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:ReadSdkGroupItem: <*> <*> <*> <*> <*> ,5
showWindow: showing! ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> for <*> ,2
<*> <*> <*> is: <*> ,2
<*> <*> <*> <*> package: com.tencent.mm, <*> <*> ,1
ready=false,policy=<*>,wakefulness=<*>,wksummary=0x10,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,5
<*>-<*>-<*> <*>:<*>:<*>.<*> T:<*> <*> <*> <*> ,1
<*> <*> <*> <*> : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=0x<*> ,18
